Date,AAPL,ABBV,ABT,ACN,AIG,ALL,AMGN,AMZN,APA,APC,AXP,BA,BAC,BAX,BIIB,BK,BLK,BMY,C,CAT,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DIS,DOW,DVN,EBAY,EMC,EMR,EXC,F,FB,FCX,FDX,FOXA,GD,GE,GILD,GM,GOOG,GS,HAL,HD,HON,IBM,INTC,JNJ,JPM,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MON,MRK,MS,MSFT,NKE,NOV,NSC,ORCL,OXY,PEP,PFE,PG,PM,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TWX,TXN,UNH,UNP,UPS,USB,UTX,V,VZ,WBA,WFC,WMT,XOM
2/20/2014,73.11,48.52,37.28,79.57,48.11,51.51,118.54,349.80,81.52,81.09,86.69,123.03,15.99,35.84,335.11,30.10,286.23,51.18,47.90,90.46,59.18,50.03,68.29,59.70,108.96,20.97,69.29,106.79,58.88,77.25,44.11,62.34,23.13,24.62,59.49,28.04,13.86,69.63,31.86,131.55,32.12,103.42,23.66,81.83,33.84,601.45,160.25,53.80,74.35,89.86,173.39,23.30,87.30,54.59,35.05,54.84,154.40,45.20,74.84,89.47,33.40,55.16,47.87,125.07,32.54,106.70,52.41,28.45,36.04,36.94,64.59,85.98,37.25,85.26,73.70,29.44,73.06,72.47,72.09,91.76,35.79,87.12,38.62,141.22,29.76,53.29,60.11,41.91,71.13,85.33,91.15,38.52,110.55,55.16,43.86,64.48,43.18,69.78,89.49
2/21/2014,72.30,47.75,37.15,79.97,47.87,51.88,118.89,346.76,81.71,80.21,86.44,121.81,15.98,35.80,347.11,30.26,284.78,51.46,48.03,91.01,58.89,49.34,68.42,59.48,107.19,20.81,69.19,105.00,58.45,78.17,43.94,61.48,22.98,24.65,59.36,28.22,13.76,68.59,31.49,133.44,32.38,103.14,23.49,81.62,34.01,601.29,160.25,53.72,74.60,90.21,172.00,22.99,87.11,54.61,34.94,54.76,154.46,45.59,74.68,90.13,33.22,55.27,47.69,125.08,32.39,108.39,52.61,28.73,36.26,37.38,63.25,85.46,37.09,85.25,73.89,29.36,73.10,71.79,71.77,92.00,35.31,86.20,38.58,140.90,29.42,52.93,59.88,41.87,71.45,85.93,91.57,38.53,110.87,55.13,43.08,64.26,43.16,69.40,89.17
2/24/2014,72.61,47.57,37.31,80.12,48.33,51.88,120.75,351.78,81.49,81.27,87.58,123.06,16.21,35.90,345.63,30.70,288.20,51.62,48.75,90.84,59.26,49.44,69.15,61.08,107.90,20.80,69.35,106.37,58.19,78.75,43.93,62.15,23.70,24.83,60.20,28.19,13.78,70.78,31.35,133.41,32.61,104.39,23.82,82.59,33.88,605.65,162.24,54.76,74.72,90.05,172.63,23.19,86.72,55.01,35.24,54.82,156.16,45.74,74.93,90.17,33.32,55.74,48.02,125.68,32.40,105.03,52.76,29.40,35.98,38.05,64.22,86.22,37.12,85.86,74.52,29.85,73.00,71.98,71.60,93.55,35.31,88.74,38.37,141.21,29.12,52.84,60.14,42.15,73.58,86.17,91.42,38.97,111.94,55.83,42.14,64.45,43.61,69.62,90.49
2/25/2014,71.86,47.45,37.57,79.60,47.90,51.68,119.38,358.32,80.29,81.38,87.57,120.39,16.03,35.48,346.30,30.36,285.92,51.02,48.17,89.99,59.38,49.07,68.49,61.18,109.34,20.53,70.12,107.14,58.50,78.24,44.19,61.71,23.63,24.82,60.42,28.16,13.75,69.85,30.94,131.40,32.63,103.92,23.80,82.96,33.46,609.39,159.26,53.99,77.70,90.59,172.42,23.18,86.72,54.06,35.49,55.25,153.78,46.61,75.70,90.29,32.88,55.59,47.70,126.37,32.58,104.78,52.50,28.82,35.84,38.18,63.28,85.62,37.23,85.64,74.85,29.76,73.25,72.67,71.10,92.17,34.33,88.59,38.41,140.72,28.85,53.19,59.92,42.17,72.91,85.73,90.94,39.12,111.36,56.06,42.19,64.87,43.61,69.62,90.37
2/26/2014,71.21,47.47,37.70,79.59,47.62,51.87,116.98,359.80,77.13,80.14,87.39,120.23,16.02,35.76,343.21,30.31,283.47,50.92,48.09,90.73,59.26,48.98,68.77,60.82,109.74,20.62,70.16,107.64,59.03,78.12,44.76,61.53,24.13,25.47,61.05,28.22,13.85,69.26,31.54,130.94,32.27,103.69,23.83,82.82,34.14,609.47,159.13,53.58,78.39,90.58,173.20,23.35,86.72,53.80,35.58,55.42,151.17,49.14,76.32,89.60,32.86,55.94,47.17,126.30,32.46,105.07,52.84,29.04,35.77,38.33,62.86,85.67,37.47,85.08,74.30,29.85,73.00,72.28,71.23,91.98,34.93,88.39,38.26,142.22,28.70,56.93,60.14,42.32,73.63,85.45,90.71,39.14,111.57,55.81,42.24,64.44,43.58,70.98,89.88
2/27/2014,72.63,47.63,38.08,79.55,48.20,52.51,118.15,360.13,76.91,80.92,87.94,122.08,16.17,35.60,343.86,30.76,291.27,51.28,48.46,90.26,59.42,49.37,70.01,60.93,110.06,20.61,70.12,107.81,59.47,78.51,45.39,62.09,24.55,25.58,61.07,27.98,13.97,68.94,31.60,132.11,32.48,104.60,24.02,82.66,34.08,609.00,161.65,54.10,78.65,91.07,174.34,23.32,86.96,53.74,35.77,56.25,153.00,49.23,76.71,89.60,32.79,56.42,47.70,127.71,32.85,104.95,53.21,29.45,36.14,38.25,63.17,85.60,37.91,85.38,74.70,30.08,73.31,73.44,71.37,92.95,35.13,88.60,38.27,141.62,28.91,57.09,61.14,42.46,73.59,86.07,91.04,39.30,112.05,55.86,43.29,66.07,43.58,70.77,89.93
2/28/2014,72.43,47.63,38.07,79.54,48.65,52.54,119.05,362.10,76.62,82.02,88.90,122.42,16.21,35.91,340.68,30.89,290.34,51.11,48.40,90.51,60.10,49.96,70.79,61.16,110.61,20.50,71.07,107.47,60.03,78.83,45.58,62.20,24.73,25.49,61.08,28.21,13.97,68.46,30.79,131.89,32.97,105.14,23.99,81.81,33.55,607.22,162.70,55.37,78.71,91.14,174.24,23.32,87.68,53.87,35.89,56.32,153.82,48.47,76.67,89.67,32.96,57.34,47.83,128.08,33.21,106.05,53.52,29.87,36.57,38.39,65.15,86.82,38.07,86.26,75.64,29.97,73.75,73.56,71.46,93.25,34.53,89.01,38.58,142.43,28.64,58.86,62.40,42.63,74.80,86.98,91.25,39.30,112.44,55.77,43.37,65.83,43.93,70.90,90.33
3/3/2014,72.64,46.86,37.64,78.73,48.33,52.34,118.73,359.78,77.17,82.25,87.63,121.75,15.99,35.60,338.38,30.76,286.07,50.84,47.38,89.89,59.52,49.29,69.64,60.98,109.62,20.28,70.54,107.02,59.37,77.51,45.33,61.58,24.54,25.28,60.23,27.85,13.80,67.41,30.99,131.94,32.50,106.17,23.66,80.49,33.56,600.74,161.03,54.91,78.68,90.32,173.39,23.07,87.15,53.29,35.82,55.77,155.00,48.62,75.69,88.89,32.74,57.13,47.27,125.69,33.38,107.12,52.98,29.35,36.07,37.94,65.13,86.68,37.48,85.84,75.12,29.84,72.65,73.14,70.21,93.53,34.29,87.34,38.30,143.00,28.58,58.32,61.79,42.27,74.63,86.56,91.26,38.83,112.19,54.66,43.12,65.30,43.68,70.35,89.61
3/4/2014,73.12,48.26,38.40,80.14,49.12,53.11,120.95,363.90,77.77,83.84,90.20,123.66,16.41,35.67,343.15,31.28,292.61,53.63,48.60,90.56,60.28,49.64,71.02,61.16,110.47,20.52,71.03,107.46,60.60,79.71,46.28,62.41,24.86,25.97,60.95,28.20,13.95,68.80,31.65,135.61,33.22,108.14,24.16,81.96,34.23,606.85,164.93,55.42,79.52,91.30,175.44,23.17,88.84,54.28,36.00,56.54,156.99,49.05,77.44,89.51,33.23,57.72,48.33,126.13,33.95,109.15,53.58,30.16,36.67,38.55,65.82,88.94,38.36,86.89,76.38,30.51,73.55,74.17,72.58,95.61,34.87,88.52,38.56,145.14,28.84,57.72,62.27,42.92,75.63,88.65,92.40,39.57,112.99,55.66,43.66,66.94,44.23,71.31,90.57
3/5/2014,73.28,48.37,38.08,80.27,49.74,53.33,121.13,372.37,76.35,83.23,89.74,122.30,16.93,35.36,339.00,31.31,294.32,53.81,49.19,89.95,59.90,50.15,71.69,60.97,110.30,20.56,71.11,106.64,60.59,80.65,46.70,62.25,24.77,26.02,60.89,28.09,14.19,71.57,32.01,135.43,33.36,107.35,24.42,81.89,34.78,608.52,168.03,54.73,79.56,91.35,176.10,23.07,88.13,55.14,36.03,56.15,158.10,48.78,77.14,89.55,33.25,57.71,49.17,127.25,33.84,108.83,53.41,31.01,36.38,37.96,65.52,88.79,38.45,86.56,77.17,30.56,72.96,73.70,73.11,95.90,34.69,88.06,38.46,144.92,28.82,57.04,63.66,42.84,75.50,88.89,92.50,39.59,112.82,55.00,43.18,66.35,44.57,71.00,88.01
3/6/2014,73.06,48.68,38.03,79.97,50.10,53.42,119.21,372.16,76.84,84.32,91.08,122.36,17.03,35.17,340.69,31.62,298.19,52.81,49.47,91.10,60.29,50.36,72.33,61.06,107.26,20.52,71.15,107.03,60.82,81.30,46.58,62.30,24.96,26.03,60.88,27.65,14.22,70.84,31.94,135.81,33.76,106.98,24.69,78.98,34.80,609.20,168.71,55.44,79.08,91.44,176.57,23.19,88.41,55.84,36.15,55.48,158.12,48.53,76.58,90.08,33.79,57.84,49.44,127.46,33.79,109.63,53.77,30.88,36.42,38.35,66.15,89.27,38.41,86.68,77.38,30.29,73.19,73.56,73.43,95.71,35.37,88.77,38.29,144.44,29.01,57.17,64.08,43.32,75.16,89.62,93.24,39.79,113.16,55.26,43.26,64.63,44.80,71.07,87.98
3/7/2014,73.01,48.14,37.87,80.10,50.22,53.95,117.36,372.06,77.35,83.09,91.41,122.06,17.01,35.13,328.75,32.35,297.88,53.07,49.38,90.59,60.39,49.90,72.31,61.17,107.49,20.43,71.40,107.24,60.59,80.19,46.33,62.89,24.86,26.13,61.40,27.66,14.18,69.80,30.39,136.09,33.33,107.01,24.61,78.64,34.93,606.79,170.33,54.74,79.21,92.11,176.61,23.20,88.82,56.31,36.22,55.35,157.87,48.84,76.89,90.00,33.98,57.97,50.18,127.49,33.71,109.96,53.97,31.24,36.18,38.96,66.86,89.07,37.80,87.46,77.59,30.26,73.49,73.04,73.23,96.45,35.55,88.99,38.35,142.80,29.19,57.18,63.49,43.48,74.93,90.45,93.58,40.28,113.68,55.68,42.97,65.12,45.38,71.25,89.13
3/10/2014,73.08,48.33,38.11,80.20,49.99,54.03,120.37,370.53,77.79,82.88,91.26,120.49,17.14,35.23,338.00,32.18,295.66,53.36,49.33,90.31,60.31,49.79,72.45,61.52,108.52,20.39,71.49,107.95,60.69,79.96,46.63,62.31,24.50,26.22,60.77,27.71,14.08,72.03,29.62,136.52,33.24,105.98,24.52,79.28,34.38,605.18,169.60,55.00,78.86,91.92,175.39,23.39,88.95,56.12,36.32,55.65,156.83,48.43,76.34,89.72,33.98,58.13,50.37,126.97,33.76,109.50,53.83,31.16,36.11,38.72,66.73,89.21,37.83,87.54,77.76,30.23,73.63,73.12,73.49,95.94,35.79,88.88,38.40,142.08,29.16,57.56,63.71,43.50,75.39,89.80,94.08,40.45,113.17,55.66,42.86,64.70,45.57,71.10,89.61
3/11/2014,73.79,48.41,38.01,79.73,49.51,53.85,119.29,368.82,76.87,80.90,90.77,119.33,16.95,35.26,335.99,32.07,295.96,53.07,48.20,90.39,60.54,49.50,71.69,61.19,108.63,20.32,70.64,106.71,59.48,79.06,46.10,61.36,24.22,25.93,60.28,27.68,13.89,70.10,28.99,135.96,32.53,104.61,24.39,78.90,32.61,599.40,166.06,54.27,78.45,90.82,175.74,23.29,88.99,55.16,36.46,55.20,155.24,47.91,76.85,93.09,33.87,58.31,50.01,125.97,33.67,107.81,53.23,30.75,36.30,38.63,66.03,90.45,37.86,86.81,78.78,30.25,74.02,72.30,73.15,94.43,36.51,88.00,38.30,143.13,28.91,57.36,62.92,43.31,75.29,89.58,93.67,40.08,111.12,56.08,42.56,64.45,45.25,71.57,88.21
3/12/2014,73.86,48.31,37.96,78.97,48.92,53.73,120.93,370.64,76.52,80.30,90.48,118.16,16.96,35.19,339.55,32.14,296.05,52.51,47.75,90.37,60.48,49.27,71.52,61.19,109.11,20.52,70.82,107.77,59.86,79.39,45.88,61.12,24.40,26.19,59.90,27.99,13.98,70.88,29.05,136.45,32.25,104.99,24.26,78.78,32.31,603.05,165.89,53.95,77.75,90.57,175.23,23.32,89.09,54.91,36.43,55.93,155.30,47.84,77.28,93.03,33.80,57.90,49.74,126.03,33.54,108.54,53.35,30.49,36.53,38.72,65.59,90.77,37.49,86.79,78.16,29.84,74.30,71.98,73.40,94.99,36.80,87.26,38.83,143.29,29.04,57.51,62.53,44.03,75.39,90.43,93.87,40.21,111.28,55.81,42.25,64.85,45.54,72.15,88.40
3/13/2014,73.04,48.01,37.55,78.34,47.76,53.36,118.99,371.51,76.33,79.66,88.33,115.74,16.84,34.85,332.05,32.02,286.82,51.50,47.11,89.24,60.49,48.77,70.12,60.99,108.35,20.23,70.45,106.65,59.21,77.97,45.61,60.64,23.86,26.17,58.98,28.30,13.78,68.83,28.93,135.35,31.68,103.65,23.86,77.09,31.60,593.94,162.94,53.81,76.05,89.61,173.05,23.14,88.52,54.43,35.96,55.12,154.32,47.19,75.59,91.76,33.45,57.12,48.84,124.36,33.38,107.91,52.80,30.49,36.17,38.50,63.79,89.97,36.65,86.27,77.82,29.04,74.25,72.03,72.12,94.13,36.22,86.40,39.31,142.82,29.02,56.22,62.00,42.66,74.82,89.62,92.52,39.83,108.48,54.50,41.95,64.85,45.28,71.58,87.86
3/14/2014,72.22,47.91,37.30,77.66,47.61,53.38,117.63,373.74,76.56,80.08,87.82,116.90,16.49,34.60,332.49,31.98,283.43,51.33,46.66,89.04,61.06,48.94,69.60,61.25,107.44,20.07,70.69,106.33,59.26,78.11,45.53,60.79,23.88,26.05,58.55,28.42,13.69,67.72,29.32,135.43,31.86,103.31,23.65,74.17,31.88,585.81,161.62,53.75,76.61,88.80,171.46,23.07,88.34,53.85,36.15,55.62,153.93,47.56,75.31,91.96,33.17,56.96,48.82,123.42,33.72,109.12,52.71,30.16,35.99,38.40,63.29,89.30,36.60,86.91,77.06,29.14,74.05,72.63,71.27,95.33,36.14,85.27,39.61,142.23,29.14,55.87,61.89,42.02,73.54,89.28,91.73,39.68,108.20,54.50,42.00,64.98,44.86,70.96,87.70
3/17/2014,72.50,48.63,37.81,79.58,47.93,53.76,118.90,375.04,76.70,80.30,88.88,119.10,16.79,34.61,345.60,32.21,286.30,52.01,47.50,89.30,61.61,49.08,71.18,61.88,107.45,20.22,72.26,107.23,59.81,79.39,45.85,60.85,24.17,26.66,59.58,28.77,13.87,68.74,29.74,136.24,31.96,104.06,23.95,74.56,32.38,595.45,163.08,55.14,76.80,90.14,174.85,23.26,89.40,54.59,36.24,55.62,155.50,47.93,76.78,91.98,33.17,57.31,48.93,125.74,33.76,109.79,53.24,30.43,36.32,38.72,62.84,90.53,37.20,87.21,78.06,29.32,74.86,72.99,73.45,96.15,36.09,85.93,39.64,143.69,29.50,56.16,61.98,42.93,74.57,90.35,92.41,40.08,109.94,55.24,42.21,65.24,45.55,71.34,88.50
3/18/2014,73.14,49.68,38.03,79.96,48.76,53.71,122.36,378.77,77.34,81.35,89.20,117.79,16.87,35.03,351.94,32.33,288.57,52.02,47.91,89.99,61.55,48.54,70.91,62.63,107.82,20.34,71.60,108.32,60.19,79.98,46.48,61.52,24.34,26.91,59.78,28.89,14.06,69.19,29.86,137.22,32.62,105.01,24.16,76.85,32.89,605.02,164.30,55.42,77.03,90.48,175.79,23.37,89.41,55.04,36.37,56.12,155.41,48.27,77.85,91.71,33.32,57.91,49.42,126.19,33.95,110.19,53.34,30.70,37.76,39.05,63.03,91.31,37.81,87.58,77.97,29.80,74.79,73.16,73.86,96.49,36.30,86.62,39.58,144.35,29.58,56.21,62.47,43.05,75.78,91.33,92.81,40.47,110.20,55.89,42.56,65.11,45.81,71.43,88.87
3/19/2014,73.13,49.68,37.76,78.86,48.73,53.56,121.51,373.23,76.66,80.47,88.37,116.08,17.12,35.09,350.01,33.00,286.01,52.03,48.71,89.64,60.64,48.21,70.48,62.08,106.87,20.34,71.43,107.35,59.53,78.55,46.42,61.49,24.12,26.66,59.55,28.81,14.05,68.24,29.33,137.03,32.56,103.68,23.81,75.64,32.64,599.03,164.39,55.30,76.96,89.65,173.81,23.56,89.08,55.27,36.12,55.79,152.49,48.03,77.25,90.57,33.08,57.91,50.13,124.75,33.42,108.79,52.99,30.85,37.49,38.81,62.78,91.92,37.52,85.67,77.41,29.59,73.86,72.42,73.25,94.66,36.94,86.48,38.98,140.97,29.56,55.98,62.36,43.17,77.68,90.10,92.37,40.45,109.55,55.25,42.25,64.75,45.25,71.05,87.95
3/20/2014,72.77,50.22,37.20,79.27,49.36,53.80,121.96,368.97,77.35,81.79,89.30,117.49,17.59,35.31,347.04,34.00,288.49,51.12,49.98,89.80,60.83,48.91,71.61,62.45,107.16,20.52,71.90,107.64,59.99,78.83,47.01,61.32,24.04,26.78,59.52,29.10,14.12,66.97,29.17,135.17,32.31,102.94,23.80,74.64,32.97,597.98,165.41,55.87,77.29,89.70,176.81,23.95,89.58,56.98,36.41,55.33,151.57,48.00,77.35,91.04,33.18,57.65,50.65,125.90,33.73,109.88,52.61,31.80,38.50,38.87,62.55,91.61,37.35,83.68,77.88,29.78,73.43,73.12,74.48,93.88,37.45,87.20,38.98,141.58,30.58,56.19,61.82,44.52,79.21,91.01,92.34,40.98,109.32,54.75,43.03,64.43,46.40,72.01,88.75
3/21/2014,73.35,50.01,36.74,79.05,49.01,54.28,118.00,360.62,77.99,81.63,89.13,116.40,17.23,35.24,318.53,34.03,289.32,49.48,49.84,90.90,60.71,48.32,72.69,62.06,107.80,20.35,72.83,107.75,60.35,78.38,46.99,62.10,23.97,27.04,61.16,30.19,14.04,67.24,30.50,135.46,32.29,102.78,23.92,71.22,32.74,590.93,163.19,56.55,77.61,89.74,175.66,23.70,91.31,57.04,36.41,54.59,149.18,47.71,74.96,89.97,33.06,56.93,50.43,126.55,33.82,109.19,51.73,31.62,38.34,36.87,63.18,91.13,36.50,84.70,78.15,30.03,73.02,73.64,74.56,92.86,37.32,88.69,39.09,142.42,30.76,55.95,61.67,44.71,79.02,90.33,92.29,41.10,110.09,55.14,42.75,62.73,46.49,72.70,88.49
3/24/2014,74.22,48.05,36.78,78.25,48.71,54.40,116.42,351.85,78.05,80.84,88.64,117.20,17.05,34.80,312.60,34.35,290.01,48.51,49.81,90.40,60.56,48.61,72.50,62.13,107.36,20.28,72.25,107.96,59.91,77.54,46.94,61.92,23.80,26.97,61.20,30.54,13.97,64.10,29.85,133.64,31.84,102.30,23.93,71.28,32.86,578.39,161.98,56.27,76.88,88.76,177.14,23.65,90.61,57.89,36.37,54.23,149.92,47.64,76.34,90.64,32.78,56.27,50.52,125.89,34.05,108.67,50.90,31.46,38.66,36.70,62.91,91.21,37.16,84.52,77.91,29.39,74.35,73.11,74.13,92.70,36.87,89.23,39.33,141.58,30.91,55.96,60.73,44.16,78.97,90.65,92.74,41.38,109.30,54.49,42.85,62.31,46.35,73.33,88.80
3/25/2014,75.02,48.36,36.75,79.70,49.20,54.23,115.79,354.71,79.17,81.17,88.47,117.77,16.89,35.59,311.78,34.17,294.82,48.51,50.06,92.02,61.00,48.01,72.61,62.90,107.89,21.00,72.83,109.11,60.58,77.60,47.39,61.97,23.71,27.24,62.10,30.54,13.92,64.89,30.28,132.86,32.08,103.33,24.20,72.17,32.27,578.78,159.57,57.60,76.69,89.21,183.53,23.97,92.69,57.76,36.58,54.05,152.18,46.85,74.26,90.39,33.21,57.09,51.23,127.45,34.25,109.07,52.23,30.64,38.51,36.11,63.45,91.99,37.38,85.23,78.39,29.69,74.83,73.78,74.91,93.39,36.30,91.46,39.56,142.98,31.14,55.59,60.94,44.27,78.79,90.16,93.04,41.48,110.70,53.91,43.04,64.35,46.34,73.43,89.06
3/26/2014,74.30,48.18,36.91,79.18,48.70,53.94,115.30,343.41,78.71,81.20,87.32,117.30,16.86,36.47,305.93,33.93,296.40,50.05,49.92,91.29,61.48,47.96,72.27,63.09,106.53,20.99,73.17,109.69,59.93,76.69,46.26,62.01,23.40,26.42,61.53,30.09,13.84,60.39,29.92,130.84,31.64,102.38,24.13,71.92,32.00,565.42,158.08,56.85,76.11,87.67,181.25,23.90,92.37,56.79,36.57,54.31,151.30,47.01,72.71,90.32,33.10,57.37,50.58,126.52,34.57,107.68,53.02,30.28,37.99,35.90,63.44,90.73,38.04,84.23,78.84,30.03,74.54,73.98,74.68,92.47,35.78,91.33,39.30,140.86,31.04,55.72,60.10,43.99,79.22,88.88,92.18,41.00,110.10,53.24,42.85,62.91,45.90,72.82,88.86
3/27/2014,73.98,48.33,36.80,75.20,48.41,53.88,117.39,338.47,79.31,81.54,87.64,117.00,16.69,37.89,309.76,33.79,293.77,49.74,47.22,91.89,61.28,47.45,73.15,63.72,106.09,20.70,72.03,109.65,59.98,76.56,45.25,62.68,23.22,26.49,61.96,30.44,13.84,60.97,30.60,130.83,31.25,102.10,24.31,70.57,32.27,558.46,158.63,56.58,75.93,87.15,178.63,23.83,92.59,56.80,36.77,54.35,150.58,47.02,72.35,90.62,33.27,57.26,49.43,126.29,34.55,106.80,52.74,29.97,37.58,35.95,64.51,89.99,38.20,85.22,78.53,29.96,74.68,73.66,75.38,92.90,35.71,92.35,39.53,142.51,31.36,56.23,59.00,43.70,78.71,88.39,92.47,40.59,109.35,53.26,43.47,62.35,46.47,72.74,90.30
3/28/2014,73.90,47.69,36.67,75.21,48.87,54.03,115.72,338.29,80.22,82.95,88.10,118.18,16.66,37.91,294.12,33.88,297.98,49.25,47.03,92.77,61.32,47.90,73.36,64.70,105.74,20.99,72.16,110.43,60.03,77.05,45.44,63.74,23.23,26.66,62.48,30.88,14.02,60.01,31.02,130.73,31.19,103.38,24.37,67.74,32.48,559.99,158.64,57.91,75.97,87.72,179.21,24.12,92.74,56.92,36.89,54.43,152.15,47.39,72.23,91.64,33.46,58.46,49.62,127.58,34.45,108.26,52.98,29.98,38.47,36.06,65.90,91.02,38.52,86.04,78.92,29.75,74.78,74.53,75.60,93.95,35.86,93.38,39.50,144.70,31.46,56.45,60.10,44.23,79.30,89.09,92.74,40.62,110.32,52.35,43.22,63.33,46.65,72.61,91.67
3/31/2014,73.88,48.09,36.86,76.08,49.00,54.79,118.40,336.37,80.15,82.78,87.68,119.16,16.88,38.29,305.87,34.07,301.42,49.38,47.37,92.75,62.05,48.58,74.39,64.70,105.76,21.08,72.74,110.81,60.46,78.11,45.81,64.85,23.25,26.59,62.52,31.13,14.16,60.24,31.22,131.27,31.54,104.55,24.38,70.02,32.19,556.97,160.16,57.36,76.37,89.52,181.13,24.30,93.50,57.55,36.61,55.61,154.71,47.37,73.69,92.38,33.60,59.55,49.85,128.97,34.73,109.66,53.73,30.23,39.13,36.21,66.07,91.79,39.82,85.80,79.44,29.97,75.57,75.31,75.20,94.67,35.70,93.32,40.02,144.82,31.46,56.95,60.73,44.72,79.66,90.49,92.78,41.16,112.27,53.28,43.36,63.97,47.07,73.01,91.65
4/1/2014,74.56,48.74,36.82,75.91,48.96,54.70,121.02,342.99,80.94,84.53,88.79,121.75,17.02,38.34,309.79,34.18,303.73,49.30,47.57,93.16,61.43,48.48,74.02,64.66,105.93,21.90,72.19,110.89,61.05,79.57,46.87,65.57,23.59,26.96,63.01,31.06,14.81,62.62,31.08,132.81,32.60,105.28,24.36,72.77,32.11,567.16,162.18,58.08,76.61,90.00,183.02,24.47,93.22,57.52,36.38,55.57,155.16,47.89,73.80,92.26,33.87,59.62,50.45,129.79,34.70,109.87,53.35,30.27,39.54,36.47,66.23,92.65,40.39,85.45,78.85,29.82,75.33,75.62,76.38,94.99,36.01,93.76,39.62,145.63,31.47,57.01,61.38,45.07,79.51,90.87,92.74,41.29,113.31,53.00,43.52,63.78,47.10,73.34,91.70
4/2/2014,74.68,49.90,36.92,76.34,49.54,54.37,120.93,341.96,81.39,84.45,88.27,121.84,16.91,38.09,309.70,34.05,305.32,49.38,48.01,95.79,61.51,49.42,74.38,65.20,105.64,21.80,72.65,111.22,61.38,79.67,47.05,65.78,23.34,27.06,63.50,31.08,14.94,62.72,31.46,133.45,33.14,106.17,24.52,73.09,32.62,567.00,163.50,58.37,77.16,90.60,182.13,24.38,93.50,57.70,36.30,55.88,156.09,47.97,73.69,91.97,33.96,60.13,50.64,129.29,34.87,110.70,53.43,30.46,39.48,36.55,66.56,92.28,40.03,86.46,78.71,30.13,75.13,75.85,76.42,95.65,35.85,93.50,39.43,145.24,31.72,57.31,62.34,45.16,79.29,91.18,93.35,41.35,115.18,52.99,43.58,64.28,47.09,73.73,91.91
4/3/2014,74.16,50.05,36.99,75.73,49.80,54.80,119.15,333.62,82.48,96.70,88.83,122.29,16.83,38.19,301.86,34.16,301.57,48.69,47.45,95.72,61.49,49.63,74.69,64.56,105.78,21.89,73.11,110.93,61.28,79.69,46.73,66.38,22.97,27.05,63.59,31.33,14.88,59.49,31.54,133.98,33.29,106.44,24.70,73.13,33.14,569.74,162.35,58.24,76.63,90.99,181.32,24.87,93.53,57.87,36.05,55.71,155.19,47.52,73.52,92.04,33.82,60.57,50.90,129.42,34.88,113.24,53.20,30.02,39.15,36.28,66.32,92.08,39.30,86.90,78.88,30.24,75.10,75.69,76.81,95.87,35.56,93.86,39.45,145.17,31.96,58.09,62.05,45.22,79.91,91.22,93.87,41.32,115.09,53.07,43.86,65.00,47.16,74.00,91.89
4/4/2014,73.20,48.83,36.97,74.57,49.53,54.62,114.34,323.00,82.59,98.68,87.07,120.96,16.41,37.96,288.27,33.40,296.09,47.75,46.89,95.36,61.43,48.72,73.94,64.58,104.79,21.53,72.58,110.71,60.68,78.46,45.91,65.89,22.73,26.58,62.96,31.97,14.64,56.75,31.46,133.04,32.43,103.94,24.51,71.35,32.55,543.14,159.56,57.76,75.97,90.07,180.45,24.63,93.68,57.06,36.20,55.75,151.27,46.93,71.21,92.23,33.59,59.85,49.88,129.16,34.86,110.57,53.11,29.46,38.06,35.71,66.99,91.29,39.03,85.14,78.57,30.01,74.79,76.18,74.89,93.54,34.81,93.82,39.80,146.05,31.89,57.55,61.83,43.94,79.21,90.68,93.47,40.87,113.56,51.27,43.78,63.99,46.90,73.85,91.35
4/7/2014,72.05,47.36,36.53,75.28,48.63,53.98,114.06,317.76,81.26,94.62,84.56,119.26,16.08,37.73,294.19,32.65,291.27,48.13,46.33,94.38,62.10,47.65,72.83,63.90,104.92,21.67,71.74,109.35,60.15,77.19,45.19,65.45,22.29,26.23,62.22,32.18,14.47,56.95,31.23,131.69,31.57,103.33,24.35,71.38,31.90,538.15,154.99,55.87,74.44,88.69,183.04,24.94,93.17,56.29,36.58,55.38,149.50,45.31,70.47,91.42,33.29,59.90,48.50,127.77,34.94,108.65,52.23,28.63,38.00,34.73,65.49,90.58,38.53,84.27,79.83,29.12,75.47,76.25,74.46,92.87,34.27,93.41,40.27,147.54,31.83,56.94,60.23,43.86,78.77,89.81,92.76,40.34,111.64,50.21,43.86,63.07,46.05,73.85,90.81
